"Real","Predicted","Probability"
0,0,0.0235962006741319
0,0,0.0105832358085776
0,0,0.0964791393209043
0,0,0.0332117764220709
0,0,0.027097506726816
0,0,0.0208925444301237
0,0,0.0217266317617561
0,0,0.0165357418614733
0,0,0.0189232739405679
0,0,0.0695482624586105
0,0,0.0332410645490703
0,0,0.0286517648512193
0,0,0.00440729542914462
0,0,0.062795876666537
0,0,0.0221540345169571
0,0,0.093359808657305
0,0,0.0381971419468062
0,0,0.0619209741869538
0,0,0.0585726495957005
0,0,0.0219277641302481
0,0,0.0409733882330736
0,0,0.00733015356417882
0,0,0.0273126509186742
0,0,0.0957022581968485
0,0,0.000216082157614504
0,0,0.0594632664269016
0,0,0.0244926341571762
0,0,0.0208103372263378
0,0,0.0312712554782047
0,0,0.00369345328970796
0,0,0.0462950289004791
0,0,0.102347536471131
0,0,0.0793731626327401
0,0,0.0601162560712816
0,0,0.0344528429248537
0,0,0.0072068080377071
0,0,0.00025281108198091
0,0,0.0608457215991298
0,0,0.0452548352375619
0,0,0.0543193683736206
0,0,0.0547127800529597
0,0,0.0594632664269016
0,0,0.00767087277162252
0,0,0.0255159296220496
0,0,0.0594632664269016
0,0,0.0453432424377073
0,0,0.0562961783355553
1,0,0.0562725673867277
0,0,0.0103153865790212
0,0,0.00719521673598634
0,0,0.0186165060652366
0,0,0.0601162560712816
0,0,0.0405750051109952
0,0,0.00628829977997661
0,0,0.00162272921371602
0,0,0.0234728403496779
0,0,0.0601162560712816
0,0,0.0143949438324116
0,0,0.0379994869649959
0,0,0.0297726476162676
0,0,0.00652762606292707
0,0,0.0607759530917934
0,0,0.0336215468924454
0,0,0.00938779074804292
0,0,0.0374407396395602
0,0,0.0581859423339073
0,0,0.00254581154666431
0,0,0.00799641449835166
0,0,0.102328307762327
0,0,0.00250660027427643
0,0,0.007370473938814
0,0,0.0673084315514104
0,0,0.00115140748128828
0,0,0.0601162560712816
0,0,0.0656915451001297
0,0,0.0224233762698703
0,0,0.0252603922909346
0,0,0.023378438464523
0,0,0.0601162560712816
0,0,0.0601162560712816
0,0,0.0726222865636994
0,0,0.0437749230065131
0,0,0.10957452096652
0,0,0.0314886092951773
0,0,0.0978586312485219
0,0,0.03426144085058
0,0,0.0979586911759731
0,0,0.09626384327399
0,0,0.0161831939851353
0,0,0.0125230196019357
0,0,0.0455712115703167
1,0,0.00483469716192156
0,0,0.035652097796742
0,0,0.0609769955688096
0,0,0.0601162560712816
0,0,0.00826503041437483
0,0,0.0159699081618785
0,0,0.080472272982574
0,0,0.0162653998771349
0,0,0.0722650951439127
0,0,0.0601162560712816
0,0,0.0100586284078244
0,0,0.0116671332074448
0,0,0.015818938230144
0,0,0.0874765962931556
0,0,0.026733284968775
0,0,0.0188743196628606
0,0,0.0591017322789486
0,0,0.0205600295926875
0,0,0.0601162560712816
0,0,0.0601162560712816
0,0,0.0577088323315786
0,0,0.0594632664269016
0,0,0.0240072188654386
0,0,0.0213586159478698
0,0,0.00384512195839087
0,0,0.0594632664269016
0,0,0.0841442123584054
0,0,0.0604717521039405
0,0,0.0268434757119309
0,0,0.0601162560712816
0,0,0.0125427507351476
0,0,0.0975680403239012
0,0,0.0601162560712816
0,0,0.0137335575427123
0,0,0.0601162560712816
0,0,0.0693995446170393
0,0,0.0594632664269016
0,0,0.0251653340047429
0,0,0.041012000808127
0,0,0.0188453039316155
0,0,0.00577656357300967
0,0,0.00583829252202963
0,0,0.0126046696178866
0,0,0.0299715099757809
0,0,0.0538222997411129
0,0,0.0137178411123494
0,0,0.0391722088423902
0,0,0.0610656777574885
0,0,0.00936370743647214
0,0,0.00638298705030598
0,0,0.0604909393730088
0,0,0.0437953955756749
0,0,0.0602071765691031
